headline,source,source_type,label
Nóri si vychovali „zlatú“ generáciu. Semifinále im zariadili hráči mladší ako Slafkovský,dennikn.sk,quality,0
"Sinner jasne viedol, potom prišli kŕče, závraty a nevídaná prehra. Roland Garros sprevádzajú vysoké teploty",dennikn.sk,quality,0
Ekonomický newsfilter: Nová nádej na prímerie s Iránom vyniesla americké akcie na nové maximá,dennikn.sk,quality,0
Putinov plán pre nové Rakúsko-Uhorsko? Jeho trollia farma spustila novú operáciu,dennikn.sk,quality,0
Newsfilter: U Takáča idú zhadzovať eurofondy z lietadla,dennikn.sk,quality,0
"Takáč chce opäť vápniť lesy, naposledy na tom zarobili ľudia spojení s Fafokanom a Malantou",dennikn.sk,quality,0
Danglár: Biznis karpatského typu,dennikn.sk,quality,0
"Kišš z PS: Ak by som bol ministrom financií, transakčnú daň zrušíme a na 13. dôchodky sa pozrieme",dennikn.sk,quality,0
Slovensko musí vypnúť algoritmus istoty a nájsť algoritmus odvahy,dennikn.sk,quality,0
"Prehnaný ochranársky prístup rodičov živí v deťoch úzkosť, vraví autorka knihy o rodičovstve",dennikn.sk,quality,0
"Hiking Basecamp: Vtáčnik a Pohronský Inovec ponúkajú hrebene, lúky aj pokojné miesta pre noc pod hviezdami",dennikn.sk,quality,0
Pochybenia na prešovskej nemocnici sú oveľa vážnejšie ako len v kvalite betónu,dennikn.sk,quality,0
"Päť dôchodcov na jachte, staré traumy a deti ako hlavné nebezpečenstvo. Jan Svěrák je späť",dennikn.sk,quality,0
Právnik a diplomat Metod Špaček: Večerou vo frakoch sme nevítali ani kráľovnú Alžbetu II.,dennikn.sk,quality,0
Vývoj bojov (1554. deň): Ukrajinci chystajú pre ruskú armádu na juhu logistický lockdown,dennikn.sk,quality,0
"Provládna influencerka Šramová mohla porušiť zákon. Ministerstvo vnútra rozhodne, či dostane pokutu",dennikn.sk,quality,0
"Ak si Magyar zníži plat, Fico bude najlepšie zarábajúcim premiérom v regióne (46 dní od volieb)",dennikn.sk,quality,0
"Malý futbal nezachránia ani Totti, Vlhová a Rolins. Huliak dal takmer milión eur na neuznaný šport",dennikn.sk,quality,0
Do Černobyľa raz pôjdem. S celou rodinou,dennikn.sk,quality,0
"Šutaj Eštok a Peter Pčolinský si vymysleli, že Šimečka chce zobrať výsluhové dôchodky",dennikn.sk,quality,0
Decodom sa nepodarilo zachrániť. Firma podľa očakávaní spadla do konkurzu a rozpredá sa,dennikn.sk,quality,0
"Hvorecký: Obávam sa, že o rok a pol sa to neskončí. No nemyslím si, že všetko je stratené",dennikn.sk,quality,0
Pri vymeškávaní v škole treba riešiť príčiny a nie sprísňovať tresty,dennikn.sk,quality,0
Svojvoľné sudcovské ozruty hrdúsia bezúhonných občanov,dennikn.sk,quality,0
"Trumpov svet (493. deň): Stíhačky, ponorky, lietadlové lode – USA chcú z Európy stiahnuť okrem vojakov aj techniku",dennikn.sk,quality,0
"Nulová vláknina a kilá červeného mäsa. Carnivore diéta je zarábanie si na rakovinu čriev, vraví lekár Bajer",dennikn.sk,quality,0
"Z Kmecových inovačných podpôr zadlženého finančníka Hoffmanna vyradili, Druckerov rezort mu dal iné dotácie",dennikn.sk,quality,0
"Čo spája Donalda Trumpa, Romanu Tabakovú a Tomáša Sedláčka? Ostrý boj o pozornosť publika",dennikn.sk,quality,0
Ako sú neziskovky financované?,dennikn.sk,quality,0
Anketa: Ako má vyzerať bezpečné a odolné Slovensko?,dennikn.sk,quality,0
Štátna nemocnica ako z hlavy Elona Muska,dennikn.sk,quality,0
P. Sibyla (ed.): Čierna skrinka Slovenska (Čitateľský denník 21/2026),dennikn.sk,quality,0
"Schopenhauerov raj bláznov: Prečo si hlupáci myslia, že sú géniovia?",dennikn.sk,quality,0
Opozícii dnes už nestačí znova zvíťaziť vo voľbách,dennikn.sk,quality,0
Kam za kultúrou v júni ´26?,dennikn.sk,quality,0
"Dôchodky? Zoškrtať, zrušiť a zakázať!",dennikn.sk,quality,0
"Mazurek kričí, Momo ticho súhlasí",dennikn.sk,quality,0
"Róbert Čapek, Lenka Rovňanová a Slavomír Pačuta: Čo funguje v školstve, čo zlyháva a ako prilákať učiteľov (Panel expertov)",dennikn.sk,quality,0
"Prvá liga, kniha 1- Hráčik a Dráčik 22. kapitola – Katka",dennikn.sk,quality,0
"Sandra z Dejepisu inak: Vysekané telo? Vtedy som sa bičovala, 42 dní som išla bez pauzy",dennikn.sk,quality,0
Ráno s NHL: Slafkovský sa prepadával v zostave. Prečo Halák niesol pochodeň?,dennikn.sk,quality,0
Párová terapeutka Kusá: Finančná nevera je nebezpečnejšia ako sexuálna,dennikn.sk,quality,0
"Graf dňa: Elektromobily budú rýchlo pribúdať, elektrické SUV sa cenou približujú „spaľovákom“",dennikn.sk,quality,0
"Newsfilter: Zabudnite na betón, Fico s Kaliňákom vám o prešovskej nemocnici mimoriadne klamú",dennikn.sk,quality,0
"Radšej púšť ako záplava chaosu: výskum v čase, keď bol Pakistan centrom svetového diania",dennikn.sk,quality,0
"Strach, ale aj únava. Kľúčový svedok tri dni spájal vraždu Jána Kuciaka s obžalovaným Kočnerom",dennikn.sk,quality,0
"Ekonomický newsfilter: Sucho ničí krajinu, vládu to nezaujíma",dennikn.sk,quality,0
"Kaliňák naznačuje koniec Pohody na trenčianskom letisku, podľa festivalu na to nie je dôvod",dennikn.sk,quality,0
"Moja priateľka nerobí botox, obhajuje Danko blokovanie Šaškovho zákona. Minister nakoniec ustúpil",dennikn.sk,quality,0
"Kováčik má šancu zbaviť sa kauzy, pre ktorú bol vo väzení. Začala sa právna motanica",dennikn.sk,quality,0
"Vývoj bojov (1553. deň): Rusi priznávajú krach svojej ofenzívy, na Kryme je už palivo na prídel",dennikn.sk,quality,0
"Izrael v Libanone na pozadí americkej dohody s Teheránom prekračuje líniu okupácie, ktorú sám narysoval",dennikn.sk,quality,0
"Nové elektrické Ferrari rozhnevalo internet. Ak chceme inovovať, musíme riskovať, hovorí šéf dizajnu automobilky",dennikn.sk,quality,0
Matrika tri mesiace ignoruje žiadosť uznať im manželstvo. Špaček a Novotný sa obrátili na generálnu prokuratúru,dennikn.sk,quality,0
Magyar dal ústavným nominantom Fideszu ultimátum: do konca mája odíďte alebo vás odvoláme,dennikn.sk,quality,0
"Česi odpracujú ročne o 150 hodín viac ako Slováci a vidno to na výplatnej páske, hovorí Zuzana Múčka",dennikn.sk,quality,0
"Šofér autobusu ma vyhodil, vraj sa mám vykoktať alebo vypadnúť, hovorí žena, ktorá prišla o hlas",dennikn.sk,quality,0
"Púť zmierenia v Brne ukázala, že pamäť stále rozdeľuje. A práve preto má zmysel",dennikn.sk,quality,0
"Temný balkánsky triler: Srbskom otriasa vražda člena podsvetia, na ktorej sa zrejme podieľal šéf belehradskej polície",dennikn.sk,quality,0
Taliban legalizoval sobáše deväťročných dievčat. Rozvod bez súhlasu manžela zákon zakazuje,dennikn.sk,quality,0
"1,5-miliardovú súťaž o úsek D1 Turany – Hubová musia upraviť. Podmienky mohli podľa ÚVO odradiť kvalitné firmy",dennikn.sk,quality,0
Ukrajinský fotoreportér Dobronosov: Pre Rusov neexistuje označenie press. Sme pre nich propagandisti,dennikn.sk,quality,0
"Slovensko nepodporilo tribunál pre Putina. Zavolal Ficov človek Eštok a museli sme sa stiahnuť, vraví skúsený diplomat",dennikn.sk,quality,0
Graf dňa: Čipový boom vyniesol ďalšie dve firmy nad biliónovú hranicu,dennikn.sk,quality,0
Vláda podporila rozšírenie michalovskej veľkofabriky aj vysoko ziskového košického farmaceuta,dennikn.sk,quality,0
"Paradox: zločincom sa tresty zmiernili, poslancom Národnej rady sa postihy sprísnili",dennikn.sk,quality,0
"Kedy sa láska stane rutinou? Film Tri misky rozpráva o tom, ako povedať zbohom",dennikn.sk,quality,0
Ako to číta Ivan Mikloš: Ako rastie ekonomika a v čom je rozdiel medzi USA a EÚ,dennikn.sk,quality,0
"O Ficovi a Tarabovi: Keď budeš úspešný ty, tak aj ja",dennikn.sk,quality,0
"Peniaze budú, my nie. Mladí chcú cestovať, vlastné bývanie prestáva byť životnou métou",dennikn.sk,quality,0
Prvá encyklika Leva XIV. je už teraz historická a prelomová,dennikn.sk,quality,0
"Každý druhý deň máme intoxikované dieťa, hovorí primár urgentu. Slovensko vedie v užívaní syntetických kanabinoidov tínedžermi",dennikn.sk,quality,0
"Europoslanec z rakúskej vládnej strany: Ak idete do Moskvy, musíte konfrontovať Putina ako zločinca",dennikn.sk,quality,0
"Trumpov svet (492. deň): Demokrati sa tešia, v texaských primárkach vyhral Trumpom podporovaný kandidát hnutia MAGA",dennikn.sk,quality,0
"Uniesli ju z domu starej mamy, dva roky o nej nikto nič nevedel",dennikn.sk,quality,0
"Výskumníčka Orosová: Mladí ľudia preceňujú, koľko rovesníkov pije a fajčí, a práve to ich ohrozuje",dennikn.sk,quality,0
"Debutoval proti Yankees, doma počuť slovenčinu. Adam Macko hovorí o ceste prvého Slováka do MLB",dennikn.sk,quality,0
Ukrajina zmenila priebeh vojny. Nová stratégia Kyjeva je zničujúca,pravda.sk,quality,0
ONLINE: Montreal bojuje o prežitie. Slafkovský a spol. čelí mečbalom Caroliny,pravda.sk,quality,0
"Škandál z roku 1969 ožil: Bella Hadid vyvolala ošiaľ v šatách, ktoré si módna legenda obliekla naopak",pravda.sk,quality,0
Mysteriózny hit Netflixu je späť a čísla hovoria jasne. Nové epizódy bodujú vo svete aj na Slovensku,pravda.sk,quality,0
"KVÍZ nie len pre pamätníkov: Čo viete o Česko-Slovensku? Praha, Sudety, Mníchov... Týchto 13 otázok preverí, či poznáte miesta, kde sa písali dejiny",pravda.sk,quality,0
"Vitamíny a minerály nemusia byť len užitočné. Týmto sa večer vyhnite a budete spať lepšie, kvalitnejšie a zaspíte rýchlejšie",pravda.sk,quality,0
"Odvetvie, ktoré živilo Slovensko, stráca dych. Ekonóm varuje pred koncom jednej éry",pravda.sk,quality,0
Rekonštrukcia bratislavského hotela Kyjev sa pohne. Má už právoplatné stavebné povolenie,pravda.sk,quality,0
"Kde sú prorastové opatrenia? Na Slovákov sa ženie ďalšia daňová smršť, zdražejú nákupy aj lieky, varujú firmy",pravda.sk,quality,0
"Definitívny koniec. Veľká slovenská nábytkárska firma skrachovala, jej dlh sa šplhá k dvom miliónom eur",pravda.sk,quality,0
Úspory v II. pilieri prekročili 21 miliárd eur,pravda.sk,quality,0
"Talianska ekonomika brzdí, podľa prognóz šesť rokov nebude jej rast vyšší ako jedno percento",pravda.sk,quality,0
"Firmám dochádza trpezlivosť, vláde posielajú tvrdý odkaz: Slovensko si nemôže dovoliť ďalších šesť mesiacov transakčnej dane",pravda.sk,quality,0
"Saková: Rozbeh výroby Volva v Košiciach postupuje, vláda aj firma plnia termíny",pravda.sk,quality,0
"Bratislavské letisko je stále v kurze, pribúdajú nové destinácie",pravda.sk,quality,0
"Štát zvýši hranicu prežitia. Slovákom sa zmenia dávky, dôchodky aj čisté výplaty",pravda.sk,quality,0
Fico pritvrdil pred podnikateľmi: Nie som fackovací panák. Chcete zrušiť transakčnú daň? Nájdite stovky miliónov,pravda.sk,quality,0
Slovenský biznis bije na poplach: Podnikateľské prostredie je jedno z najhorších za roky,pravda.sk,quality,0
"Toto nie sú prorastové opatrenia, ale ďalšia daňová rana. Podnikatelia kritizujú vládu a ľuďom odkazujú: Budeme zdražovať",pravda.sk,quality,0
"Ryanair rozširuje slovenskú základňu, z Bratislavy pridáva novú linku",pravda.sk,quality,0
Vojna v Iráne mení mapu svetového obchodu. Nová hodvábna cesta obchádza nebezpečné námorné trasy aj Rusko,pravda.sk,quality,0
"Alarmujúci trend: Pribúda ľudí, ktorí bez pôžičky nevedia vyžiť. Dáta sú žalostné",pravda.sk,quality,1
Vyhneme sa nateraz palivovej kríze? V Európe sa zmierňujú obavy z obmedzenia letov pred dovolenkovou sezónou,pravda.sk,quality,0
Prekročenie právomocí: Ako chcel Trump zmeniť ikonické kultúrne centrum a prečo narazil na súde,pravda.sk,quality,0
Ako sa ruský dron ocitol v rumunskom pohraničí? Zmene kurzu predchádzal zásah protivzdušnej obrany,pravda.sk,quality,0
Irán: Trumpove vyjadrenia o potenciálnej dohode sú zmesou pravdy a lží,pravda.sk,quality,0
Ďalší škandál na obzore? Umožní Zelenskyj uložiť urnu s popolom Banderu do zeme pri Kyjeve?,pravda.sk,quality,1
"Turisti prinášajú miliardy, ale aj problémy. Chorvátsko radikálne mení pravidlá",pravda.sk,quality,0
"Zelenskyj prehovoril o zákaze, ktorý mu zmenil život. Otcovi je zaň dnes vďačný",pravda.sk,quality,0
Festival k výročiu USA sprevádza chaos. Umelci húfne rušia účasť a hovoria o zavádzaní,pravda.sk,quality,0
VIDEO Toto zažiť nechcete. Ľudia zostali visieť na horskej dráhe vo výške 30 metrov,pravda.sk,quality,0
Brusel odblokuje Maďarsku 16 miliárd eur. Peniaze boli zmrazené za vlády Orbána,pravda.sk,quality,0
Rumunsko udrelo po zásahu dronu. Vyhostí ruského konzula a zatvorí konzulát v Konstanci,pravda.sk,quality,0
Kongo má prvého vyliečeného pacienta terajšej epidémie eboly,pravda.sk,quality,0
"Budeme brániť každý centimeter územia aliancie, vyhlásilo NATO a hovorí o bezohľadnom správaní Ruska",pravda.sk,quality,0
Ruský dron zasiahol dom v Rumunsku. Orbán využil incident na tvrdý odkaz Magyarovej vláde,pravda.sk,quality,0
Zelenskyj pobúril Poľsko. Názov ukrajinskej jednotky označili vo Varšave za dar ruskej propagande,pravda.sk,quality,0
"Bolsonarov syn požiadal Trumpa o zásah. USA označia brazílske gangy za teroristov, Lula má obavy",pravda.sk,quality,0
"Maďarsko stiahlo žiadosť o vystúpenie z ICC, prezident Sulyok podpísal zákon",pravda.sk,quality,0
FOTO: Ruská nočná mora sa napĺňa: Ukrajina systematicky škrtí zásobovanie Krymu,pravda.sk,quality,0
Rusi prelievajú olej do ohňa: po útoku na rumunské územie udreli aj na tureckú loď. Ankara reaguje,pravda.sk,quality,0
1 555. deň: Rusko spustilo rozsiahly raketový a dronový útok na Ukrajinu,pravda.sk,quality,0
"90. deň: Zastaví Biely dom iránske jadrové hrozby? Rokovania sú v záverečnej fáze, Trumpov podpis však zostáva otázny",pravda.sk,quality,0
"Vojna prekročila hranice NATO: Ruský dron zasiahol obytný dom v Rumunsku. Brusel chystá nové sankcie, veľvyslanca predvolal aj Paríž",pravda.sk,quality,0
"Mala by sa Európa čím brániť proti Rusku? USA chcú stiahnuť lietadlá, lode aj ponorky",pravda.sk,quality,0
Trump na amerických dolároch? Plány na novú bankovku narážajú na tvrdý odpor a zákony,pravda.sk,quality,0
"Koncerty Taylor Swift zrušil strach z teroru: Mladík, ktorý chcel vraždiť vo Viedni, spoznal svoj trest",pravda.sk,quality,0
Koniec nádejí pre legendu! Djokoviča vyradil z Roland Garros tínedžer,pravda.sk,quality,0
"Uniknuté nahrávky Országha a Crosbyho? Je to hanba, ak sa vaše meno takto spomenie na mítingu, vraví Valábik",pravda.sk,quality,0
"Podivný koniec pravej ruky po 15 rokoch. Nebudem to komentovať, odsekol Weiss",pravda.sk,quality,0
Blíži sa návrat Rusov na MS?! IIHF musela akceptovať kľúčové rozhodnutie,pravda.sk,quality,1
Naše hodnotenie Slovákov po prehre s Kanadou,pravda.sk,quality,0
Naše hodnotenie Slovákov v zápase proti Česku,pravda.sk,quality,0
"11 futbalistov, ktorých podviedli manželky",pravda.sk,quality,0
Naše hodnotenie Slovákov po zápase s Dánskom,pravda.sk,quality,0
Naše hodnotenie Slovákov po zápase so Slovinskom,pravda.sk,quality,0
10 hokejových legiend Československa a Slovenska,pravda.sk,quality,0
Naše hodnotenie Slovákov po súboji s Talianskom,pravda.sk,quality,0
Majstrovské oslavy ŠK Slovan Bratislava 2026,pravda.sk,quality,0
Hodnotenie Slovákov po zápase s Nórskom,pravda.sk,quality,0
Najproduktívnejší hráči histórie MS v hokeji,pravda.sk,quality,0
"Nevrátil sa domov, rodina ho šla hľadať. Lemieux sa obesil v obchode",pravda.sk,quality,0
Debakel na záver! Levice zdolali Slovan o 50 bodov a majú 5. titul v rade,pravda.sk,quality,0
Ťažko skúšaný sused aj topfavoriti. Slováci spoznali súperov na hokejových MS 2027,pravda.sk,quality,0
Ktoré krajiny budú hostiť MS po Slovensku? IIHF rozhodla,pravda.sk,quality,0
"Weiss, Valjent a Suslov o futbalovej reprezentácii",pravda.sk,quality,0
Derby Česko - Slovensko? Aj kamaráti z New Yorku budú jeden deň nepriateľmi,pravda.sk,quality,0
Trenér Weiss predstavil svoju prvú nomináciu na dva zápasy,pravda.sk,quality,0
MS vo Švajčiarsku? To je aj gyros za 18 eur. Na Slafkovského sa už vypytujú aj Česi,pravda.sk,quality,0
Tréner Weiss st. v relácii VAR na ta3,pravda.sk,quality,0
"Niké liga hodnotila: Weiss najlepší tréner, Faško najlepší hráč",pravda.sk,quality,0
Futbalisti Interu Miláno oslavujú double,pravda.sk,quality,0
Milan Bartovič o výhre slovenských hokejistov nad Talianskom,pravda.sk,quality,0
ŠK Slovan sa po ôsmy raz po sebe stal majstrom SR,pravda.sk,quality,0
"Tréner reprezentácie Weiss: Budú hrať najlepší, bez ohľadu na vek",pravda.sk,quality,0
Prvá posila Barcelony prišla za 80 miliónov. Angličan podpísal päťročnú zmluvu,pravda.sk,quality,0
"Symbolické, že končím pod ním. Pekarík označil Weissa za legendu",pravda.sk,quality,0
Na polícii sa dlho nezdržal. Šéfa FC Košice aj jeho manželku prepustili,pravda.sk,quality,0
"Pikantný odchod Borbélyho do Ferencvárosu? Nikto nie je nad klubom, oznámil Győr",pravda.sk,quality,0
Tri roky pôsobil v Košiciach. Prešov má nového trénera,pravda.sk,quality,0
"Český skaut: Hlavaja by som si do NHL nevybral, je ťažkopádny. Gajan? To je niečo iné",pravda.sk,quality,0
Veľké slová pre Slafkovského a spol. Tréner Montrealu hovoril o obrate,pravda.sk,quality,0
Neuveriteľné! Sinner vypadol z Roland Garros,pravda.sk,quality,0
"Tréner poslal svojmu zverencovi správu, že končí a zablokoval si jeho číslo. Neurobil to prvýkrát",pravda.sk,quality,0
Chačanov sa vytrápil a postúpil. Djokovič má ďalší rekord,pravda.sk,quality,0
Koniec pre jednu z favoritiek. Rybakinová sa lúči s Roland Garros,pravda.sk,quality,0
Kuss vyhral kráľovskú etapu tohtoročného Gira,pravda.sk,quality,0
Pekné umiestnenie Kubiša na Gire. V cieli bol v rovnakom čase ako víťaz,pravda.sk,quality,0
Zaútočil kilometer pred cieľom. Valgren vyhral 17. etapu Gira,pravda.sk,quality,0
Na druhého získal vyše minútu. Vingegaard urobil výrazný krok k triumfu na Gire,pravda.sk,quality,0
Premiérový triumf. Kapustík je najlepším medzi lyžiarmi,pravda.sk,quality,0
"Vlhová sa pokúša o návrat medzi elitu. Predstavila trénera, ktorý jej má pomôcť",pravda.sk,quality,0
Novinka v slovenskom biatlone. Mužskú reprezentáciu si vezme do parády Čech,pravda.sk,quality,0
Fantastická správa pre Vlhovú a slovenský šport. Jasná získala preteky Svetového pohára,pravda.sk,quality,0
Bondiová v Kongrese USA obhajovala svoj postup v kauze Epstein,tasr.sk,quality,0
Hamas označil izraelský postup v Pásme Gazy za porušenie prímeria,tasr.sk,quality,0
Irán sa podľa médií pripravuje na veľkolepý pohreb Alího Chameneího,tasr.sk,quality,0
"Barcelona získala Gordona z Newcastlu, podpísal päťročný kontrakt",tasr.sk,quality,0
VIDEO: DRÁMA V KOŠICIACH: Zrazili sa dva teplovzdušné balóny,tasr.sk,quality,1
Brankári Noskovič a Sameliak budú pôsobiť v HK 32 Liptovský Mikuláš,tasr.sk,quality,0
"Dan: Dron, ktorý zasiahol dom v Rumunsku, zmenil trasu",tasr.sk,quality,0
"MS 2030 sa uskutočnia v Helsinkách a Rige, MS 2028 žien vo Švajčiarsku",tasr.sk,quality,0
ZÁZNAM: TK strany Sloboda a Solidarita,tasr.sk,quality,0
ZÁZNAM: TK hnutia Slovensko,tasr.sk,quality,0
"ZÁZNAM: Opozícia chce vedieť, ako presne bude L. Kamenický riešiť spor so Slovnaftom",tasr.sk,quality,0
ZÁZNAM: Opozícia navrhla odvolať R. Kaliňáka pre pochybenia na stavbe nemocnice,tasr.sk,quality,0
Rok 1956: Rekonštrukcia Bratislavského hradu,tasr.sk,quality,0
"Bratislavské ""Dievča jari 1969""",tasr.sk,quality,0
Rok 1945: Osloboditelia postavili v Bratislave most cez Dunaj,tasr.sk,quality,0
"Oslavujeme 1. máj – sviatok všetkých pracujúcich, ktorí budujú socializmus",tasr.sk,quality,0
Vieska nad Žitavou: NSK ukončil rekonštrukciu mosta ponad rieku Žitava,tasr.sk,quality,0
"Nitra: Na budove radnice vznikla zelená strecha, ďalšie pribudnú na školách",tasr.sk,quality,0
Šaško: Rekonštrukcia nemocnice v Kráľovskom Chlmci napreduje podľa harmonogramu,tasr.sk,quality,0
Bánovce nad Bebravou: Mesto pokračuje v rekonštrukcii ciest a chodníkov,tasr.sk,quality,0
Definitívne rozhodnutie: Minister Šutaj Eštok musí zaplatiť čurillovcom 6-cifernú sumu,aktuality.sk,quality,0
"Igor Matovič menoval dvoch „užitočných idiotov“ v SaS. Konflikt v opozícii eskaluje, v PS žiadajú jeho odchod z politiky",aktuality.sk,quality,0
"Voľby 2026: Roman Malatinec kandiduje za huliakovcov. Pustil sa do župana Luntera, ešte nedávno mu robil zástupcu",aktuality.sk,quality,0
ŠportONLINE: Carolina Hurricanes - Montreal Canadiens (Juraj Slafkovský) / NHL,aktuality.sk,quality,0
"Bola jej výhra v šou Ruža pre nevestu predurčená? Letušku, ktorá si získala srdce divákov - odhalil jeden krásny detail z minulosti",aktuality.sk,quality,0
"Na Slovensko prichádza nový televízny kanál, v češtine. Čo bude vysielať?",aktuality.sk,quality,0
"Tento kúsok Chorvátska je pre Slovákov ideálny: More, hory, ostrovy aj priamy let z Bratislavy",aktuality.sk,quality,0
V dojčenskom období sa s malou Lujzou posunuli do nového levelu: O svojej realite na materskej prehovoril Viktor Vincze opäť celkom úprimne,aktuality.sk,quality,0
"Matka ťažko chorého syna: Nielenže nám nič neschválili, všetko nám zobrali",aktuality.sk,quality,0
Ruský dron zranil v Rumunsku dvoch ľudí. Ministerka zahraničia exkluzívne pre Aktuality.sk o hrozbe z Ruska,aktuality.sk,quality,0
Varovanie z Estónska: Ruský dron v NATO je len začiatok (zahraničný výber),aktuality.sk,quality,0
"Dôvera bola naštrbená. Expert hovorí, ako nahradiť IT riešenia zo zámoria európskymi",aktuality.sk,quality,0
Nová fáza vojny: Rusko stráca dych a mení stratégiu. S Pavlom Havlíčkom (videopodcast),aktuality.sk,quality,0
"Rýchly let, pomalý život: Bari a Lecce zápasia o srdcia cestovateľov",aktuality.sk,quality,0
"Premiér Fico objavil v zákone nečakanú kľučku: Tento ťah mení všetko, no experti len krútia hlavou",aktuality.sk,quality,0
"Rumunský prezident uviedol, že dron v Rumunsku bol odklonený zásahom ukrajinskej protivzdušnej obrany",aktuality.sk,quality,0
Viktor Orbán žiada zverejnenie tajnej dohody Magyara a von der Leyenovej o eurofondoch,aktuality.sk,quality,0
"Michal Šimečka by mal zájsť omnoho ďalej ako Péter Magyar. Inak si všetko „odskáču“ tí, čo vždy",aktuality.sk,quality,0
Podvodníci útočia cez WhatsApp: V Bratislavskom kraji narastá počet nových prípadov,aktuality.sk,quality,0
Európsky súd pre ľudské práva dal Rastislavovi Trnkovi za pravdu v spore s Richardom Rašim,aktuality.sk,quality,0
"Keď som si dala prvýkrát čiaru kokaínu, vedela som, že nie je posledná. Bez spánku som bola aj päť dní (rozhovor)",aktuality.sk,quality,0
V slovenských domácnostiach častejšie „štrajkovali“ spotrebiče než úradovalo počasie,aktuality.sk,quality,0
V 26 rokoch je Barbora najmladšou vedúcou COOP Jednoty v regióne,aktuality.sk,quality,0
